name	linking_url
Jalisco	https://fr.wikipedia.org/wiki/Jalisco
Fort Saint-André (Villeneuve-lès-Avignon)	https://fr.wikipedia.org/wiki/Fort_Saint-André
Assiout	https://fr.wikipedia.org/wiki/Assiout
Mérida (Espagne)	https://fr.wikipedia.org/wiki/Mérida_(Espagne)
Écu de Sobieski	https://fr.wikipedia.org/wiki/Écu_de
Éthiopie	https://fr.wikipedia.org/wiki/Éthiopie
Ithaca (New York)	https://fr.wikipedia.org/wiki/Ithaca_(New
Lac Tahoe	https://fr.wikipedia.org/wiki/Lac_Tahoe
Aigle (constellation)	https://fr.wikipedia.org/wiki/Aigle_(constellation)
Mémorial de Caen	https://fr.wikipedia.org/wiki/Mémorial_de
Territoires du Nord-Ouest	https://fr.wikipedia.org/wiki/Territoires_du
Île de Montréal	https://fr.wikipedia.org/wiki/Île_de
Rivière des Outaouais	https://fr.wikipedia.org/wiki/Rivière_des
Éthylène	https://fr.wikipedia.org/wiki/Éthylène
Château-Thierry	https://fr.wikipedia.org/wiki/Château-Thierry
Ontario	https://fr.wikipedia.org/wiki/Ontario
Fusillade de la rue d'Isly	https://fr.wikipedia.org/wiki/Fusillade_de
Vatican	https://fr.wikipedia.org/wiki/Vatican
Coahuila	https://fr.wikipedia.org/wiki/Coahuila
Angleur	https://fr.wikipedia.org/wiki/Angleur
Centre national d'études spatiales	https://fr.wikipedia.org/wiki/Centre_national
Guyane	https://fr.wikipedia.org/wiki/Guyane
Peenemünde	https://fr.wikipedia.org/wiki/Peenemünde
Station spatiale internationale	https://fr.wikipedia.org/wiki/Station_spatiale
Mont Blanc	https://fr.wikipedia.org/wiki/Mont_Blanc
Porbandar	https://fr.wikipedia.org/wiki/Porbandar
Gujarat	https://fr.wikipedia.org/wiki/Gujarat
Tallinn	https://fr.wikipedia.org/wiki/Tallinn
Gandhinagar	https://fr.wikipedia.org/wiki/Gandhinagar
Ahmedabad	https://fr.wikipedia.org/wiki/Ahmedabad
New Delhi	https://fr.wikipedia.org/wiki/New_Delhi
Bombay	https://fr.wikipedia.org/wiki/Bombay
